Survey Date,Time,Survey DID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
6/1/19,13:42:47,8888,,,,,,,,
6/1/19,13:38:44,8888,8,4,4,4,2,1,2,6
6/1/19,13:37:54,8888,9,5,5,4,1,1,2,7
6/1/19,13:34:54,8888,10,5,5,5,,,,
6/1/19,13:30:29,9999,10,5,5,5,1,1,1,7
6/1/19,13:21:48,8888,8,4,5,4,1,1,2,6
6/1/19,13:21:08,8888,10,5,5,5,1,1,2,7
6/1/19,13:19:39,8888,10,5,5,5,1,1,1,7
6/1/19,13:17:58,8888,5,5,2,3,1,1,1,1
6/1/19,13:17:02,8888,3,3,4,2,2,1,2,2
6/1/19,13:16:03,8888,8,4,4,4,1,2,2,1
6/1/19,13:12:07,8888,10,5,4,5,1,2,2,7
6/1/19,13:11:28,8888,,,,,,,,
6/1/19,13:09:43,9999,4,5,1,1,,,,
6/1/19,13:08:51,9999,10,5,5,5,1,2,1,7
6/1/19,13:02:38,8888,7,5,3,4,1,1,2,6
6/1/19,13:02:02,8888,10,5,5,5,1,2,2,7
6/1/19,12:58:50,9999,10,,,,,,,
6/1/19,12:51:27,9999,,,,,,,,
6/1/19,12:48:09,9999,10,5,4,5,1,2,2,7
6/1/19,12:45:44,9999,,,,,,,,
6/1/19,12:43:43,8888,5,5,2,2,2,1,2,7
6/1/19,12:43:38,8888,,,,,,,,
6/1/19,12:39:53,8888,0,5,5,5,2,1,1,1
6/1/19,12:39:40,8888,10,5,5,5,1,2,2,7
6/1/19,12:37:29,9999,9,5,5,5,1,2,2,7
6/1/19,12:37:26,8888,8,4,,,,,,
6/1/19,12:33:54,9999,,,,,,,,
6/1/19,12:33:35,8888,10,5,4,3,,,,
6/1/19,12:31:56,8888,10,5,5,5,1,2,1,7
6/1/19,12:31:20,8888,,,,,,,,
6/1/19,12:30:29,9999,10,5,5,5,1,2,1,7
6/1/19,12:29:45,8888,10,5,5,5,1,1,2,7
6/1/19,12:29:25,8888,10,5,5,5,1,2,2,7
6/1/19,12:24:20,8888,5,5,2,1,1,2,2,6
6/1/19,12:24:08,9999,10,5,4,5,1,1,1,7
6/1/19,12:19:57,8888,,,,,,,,
6/1/19,12:18:29,8888,8,5,3,4,1,1,2,7
6/1/19,12:18:17,9999,10,5,5,5,1,1,1,7
6/1/19,12:16:04,9999,,,,,,,,
6/1/19,12:16:01,8888,,,,,,,,
6/1/19,12:14:16,8888,10,5,5,5,1,2,2,7
6/1/19,12:13:14,8888,8,5,5,4,1,1,2,7
6/1/19,12:12:53,9999,,,,,,,,
6/1/19,12:12:37,8888,9,5,4,4,1,1,2,7
6/1/19,12:11:45,8888,8,4,4,4,1,1,2,5
6/1/19,12:10:30,9999,9,5,5,5,1,2,1,7
6/1/19,12:09:02,8888,7,,,,,,,
6/1/19,12:04:56,9999,10,5,0,5,1,2,1,1
6/1/19,12:04:35,8888,7,5,4,5,,,,
6/1/19,12:04:29,9999,10,5,5,5,1,2,2,7
6/1/19,12:04:15,8888,10,5,4,5,1,1,2,7
6/1/19,11:59:54,8888,1,,,,,,,
6/1/19,11:59:41,8888,8,1,3,4,1,1,2,7
6/1/19,11:52:03,8888,10,5,5,5,1,2,2,1
6/1/19,11:44:00,8888,6,,,,,,,
6/1/19,11:43:12,8888,,,,,,,,
6/1/19,11:43:11,8888,6,2,3,3,1,1,1,1
6/1/19,11:41:56,9999,8,5,4,3,2,2,2,6
6/1/19,11:41:34,8888,10,5,5,5,1,1,1,7
6/1/19,11:38:35,8888,8,5,4,5,1,2,,
6/1/19,11:37:33,9999,,,,,,,,
6/1/19,11:37:20,8888,,,,,,,,
6/1/19,11:36:14,8888,10,5,5,5,1,1,2,7
6/1/19,11:25:20,8888,10,5,5,5,1,2,2,7
6/1/19,11:23:10,8888,0,5,5,5,1,1,1,7
6/1/19,11:21:14,8888,,,,,,,,
6/1/19,11:19:47,9999,5,5,5,4,1,1,1,7
6/1/19,11:19:41,9999,10,5,5,5,1,1,2,7
6/1/19,11:18:54,8888,9,5,5,1,1,1,2,1
6/1/19,11:18:32,9999,10,5,5,5,1,2,1,7
6/1/19,11:17:12,8888,0,5,5,5,1,1,2,7
6/1/19,11:11:43,9999,5,4,2,3,2,2,2,4
6/1/19,11:11:39,8888,,,,,,,,
6/1/19,11:09:59,8888,,,,,,,,
6/1/19,11:09:18,8888,8,5,3,4,1,1,2,7
6/1/19,11:07:00,9999,10,5,5,5,1,1,2,1
6/1/19,11:06:15,9999,,,,,,,,
6/1/19,11:06:10,8888,,,,,,,,
6/1/19,11:05:24,8888,8,5,0,5,1,2,2,1
6/1/19,11:04:49,8888,,,,,,,,
6/1/19,11:04:07,9999,,,,,,,,
6/1/19,10:57:47,9999,10,5,4,5,1,1,1,7
6/1/19,10:54:59,8888,5,5,5,5,,,,
6/1/19,10:51:43,9999,10,5,5,5,1,1,2,
6/1/19,10:50:53,9999,9,5,3,4,1,1,2,7
6/1/19,10:50:51,9999,0,5,1,1,1,1,1,1
6/1/19,10:49:58,8888,10,5,5,5,1,1,2,7
6/1/19,10:47:38,8888,10,5,5,5,1,2,2,7
6/1/19,10:47:03,8888,1,5,1,5,1,2,2,7
6/1/19,10:46:36,8888,,,,,,,,
6/1/19,10:34:45,8888,10,5,5,5,1,1,2,7
6/1/19,10:34:21,8888,,,,,,,,
6/1/19,10:33:03,9999,,,,,,,,
6/1/19,10:31:41,9999,10,5,5,5,1,1,2,7
6/1/19,10:30:32,8888,10,5,5,5,1,1,2,7
6/1/19,10:26:04,9999,10,5,5,5,1,2,2,7
6/1/19,10:22:21,9999,,,,,,,,
6/1/19,10:21:35,9999,10,5,4,5,1,1,2,7
6/1/19,10:19:37,9999,9,5,5,5,1,2,1,6
6/1/19,10:19:32,9999,,,,,,,,
6/1/19,10:19:27,8888,1,5,5,5,1,2,2,5
6/1/19,10:18:05,9999,10,5,5,5,2,2,2,4
6/1/19,10:17:55,8888,1,2,3,1,1,1,2,1
6/1/19,10:17:09,9999,,,,,,,,
6/1/19,10:16:22,9999,8,5,4,4,1,1,2,1
6/1/19,10:15:04,9999,10,5,5,5,1,1,1,7
6/1/19,10:07:19,9999,10,5,5,5,1,1,1,7
6/1/19,10:05:35,8888,8,5,4,4,1,2,2,7
6/1/19,10:05:18,9999,9,5,5,4,1,2,1,7
6/1/19,10:01:42,8888,10,5,4,5,1,1,2,7
6/1/19,9:58:53,8888,,,,,,,,
6/1/19,9:58:36,8888,5,5,4,5,1,2,2,1
6/1/19,9:58:17,8888,9,5,4,5,1,2,2,7
6/1/19,9:57:02,8888,,,,,,,,
6/1/19,9:54:26,8888,10,5,5,5,1,2,1,7
6/1/19,9:53:01,8888,,,,,,,,
6/1/19,9:46:44,8888,,,,,,,,
6/1/19,9:46:19,8888,,,,,,,,
6/1/19,9:46:07,8888,,,,,,,,
6/1/19,9:45:26,8888,,,,,,,,
6/1/19,9:44:07,8888,10,5,5,5,1,1,1,7
6/1/19,9:43:31,8888,10,5,5,5,1,1,2,7
6/1/19,9:42:55,8888,10,5,5,5,1,2,2,7
6/1/19,9:38:44,9999,10,5,5,5,1,1,2,7
6/1/19,9:37:08,8888,10,5,5,5,1,1,2,1
6/1/19,9:33:47,8888,10,5,5,5,1,2,2,1
6/1/19,9:30:56,9999,,,,,,,,
6/1/19,9:30:05,8888,9,5,5,5,1,1,1,7
6/1/19,9:29:44,8888,1,5,3,5,1,2,1,7
6/1/19,9:29:19,9999,10,3,0,5,2,2,,
6/1/19,9:25:48,8888,,,,,,,,
6/1/19,9:22:31,8888,,,,,,,,
6/1/19,9:21:34,9999,10,5,5,5,2,2,1,7
6/1/19,9:17:07,8888,6,3,2,2,1,1,2,5
6/1/19,9:16:35,9999,8,5,5,5,1,2,2,7
6/1/19,9:16:20,8888,10,5,5,5,1,1,2,7
6/1/19,9:12:48,8888,10,5,4,4,1,1,2,7
6/1/19,9:12:23,8888,10,5,5,5,1,1,1,2
6/1/19,9:09:44,8888,10,5,5,5,1,1,2,7
6/1/19,9:09:19,8888,8,5,3,5,1,2,2,6
6/1/19,9:02:56,8888,10,5,5,5,1,1,2,
6/1/19,8:59:45,8888,10,5,5,5,1,1,2,7
6/1/19,8:58:28,8888,10,5,5,5,1,1,1,7
6/1/19,8:58:24,8888,9,5,4,5,1,1,2,5
6/1/19,8:58:13,8888,,,,,,,,
6/1/19,8:56:16,8888,8,5,0,4,2,1,1,5
6/1/19,8:52:54,8888,,,,,,,,
6/1/19,8:52:19,9999,,,,,,,,
6/1/19,8:49:56,8888,9,5,5,5,1,1,2,1
6/1/19,8:47:51,9999,10,5,0,5,1,2,,
6/1/19,8:44:30,9999,10,5,5,5,1,1,2,7
6/1/19,8:43:32,9999,8,5,4,3,1,2,2,6
6/1/19,8:43:09,8888,0,,,,,,,
6/1/19,8:36:01,8888,,,,,,,,
6/1/19,8:11:11,8888,,,,,,,,
6/2/19,17:42:00,8888,,,,,,,,
6/3/19,20:05:09,8888,6,4,3,4,1,2,2,5
6/3/19,20:04:54,8888,10,5,5,1,1,1,2,7
6/3/19,19:54:41,9999,,,,,,,,
6/3/19,19:52:56,8888,10,5,5,5,1,1,1,7
6/3/19,19:51:49,9999,9,5,5,5,1,2,1,7
6/3/19,19:49:21,8888,,,,,,,,
6/3/19,19:49:19,8888,,,,,,,,
6/3/19,19:42:12,9999,,,,,,,,
6/3/19,19:40:51,8888,10,5,5,5,1,1,2,7
6/3/19,19:39:25,8888,10,5,5,5,1,1,1,7
6/3/19,19:38:04,9999,,,,,,,,
6/3/19,19:37:46,9999,10,5,5,5,1,2,1,7
6/3/19,19:36:45,9999,7,5,4,3,1,1,1,6
6/3/19,19:35:03,8888,10,5,5,5,1,1,2,7
6/3/19,19:34:05,8888,,,,,,,,
6/3/19,19:32:07,9999,,,,,,,,
6/3/19,19:26:44,9999,10,5,2,5,2,2,1,5
6/3/19,19:26:09,8888,,,,,,,,
6/3/19,19:25:23,8888,10,5,5,5,1,2,2,1
6/3/19,19:23:09,9999,10,5,5,5,1,2,2,7
6/3/19,19:21:44,8888,,,,,,,,
6/3/19,19:19:16,8888,,,,,,,,
6/3/19,19:16:32,8888,0,5,5,,,,,
6/3/19,19:16:14,9999,10,5,5,5,1,2,2,7
6/3/19,19:16:13,8888,9,5,3,4,1,2,2,6
6/3/19,19:16:03,9999,10,5,4,5,1,1,2,7
6/3/19,19:12:55,9999,,,,,,,,
6/3/19,19:12:42,8888,9,5,4,5,1,2,2,1
6/3/19,19:10:16,9999,,,,,,,,
6/3/19,19:07:56,9999,7,4,5,1,2,1,1,1
6/3/19,19:02:11,9999,9,5,5,5,1,1,2,7
6/3/19,19:00:55,8888,10,5,4,4,1,1,,
6/3/19,18:55:02,8888,,,,,,,,
6/3/19,18:53:59,8888,10,5,5,5,1,2,1,7
6/3/19,18:49:59,8888,,,,,,,,
6/3/19,18:45:24,8888,5,5,5,3,2,1,2,1
6/3/19,18:44:04,9999,10,5,5,5,1,2,1,7
6/3/19,18:40:59,9999,,,,,,,,
6/3/19,18:36:02,9999,10,1,0,5,1,1,2,7
6/3/19,18:34:42,8888,,,,,,,,
6/3/19,18:33:36,9999,,,,,,,,
6/3/19,18:32:07,8888,,,,,,,,
6/3/19,18:31:54,9999,,,,,,,,
6/3/19,18:31:51,8888,,,,,,,,
6/3/19,18:30:27,8888,10,5,5,,,,,
6/3/19,18:28:08,8888,10,5,5,5,1,1,1,7
6/3/19,18:24:13,8888,,,,,,,,
6/3/19,18:23:51,8888,10,5,5,5,,,,
6/3/19,18:22:16,8888,,,,,,,,
6/3/19,18:20:42,8888,10,5,5,5,2,2,2,3
6/3/19,18:17:21,9999,4,4,4,3,2,1,1,2
6/3/19,18:15:49,8888,10,5,5,5,,,,
6/3/19,18:10:37,8888,10,5,5,5,1,1,2,7
6/3/19,18:09:19,8888,,,,,,,,
6/3/19,18:06:54,8888,,,,,,,,
6/3/19,18:06:43,8888,10,5,5,5,1,1,1,1
6/3/19,18:06:02,9999,10,5,5,5,1,2,2,7
6/3/19,18:02:51,8888,6,2,1,3,2,1,2,3
6/3/19,18:02:23,8888,4,4,0,1,2,1,2,3
6/3/19,18:00:37,8888,,,,,,,,
6/3/19,17:59:45,8888,1,5,5,5,1,1,1,7
6/3/19,17:59:15,8888,1,5,3,3,1,2,1,7
6/3/19,17:58:50,8888,,,,,,,,
6/3/19,17:54:52,9999,10,5,5,5,1,1,1,7
6/3/19,17:54:35,8888,,,,,,,,
6/3/19,17:54:22,9999,9,5,4,4,1,1,2,5
6/3/19,17:52:51,8888,10,5,3,4,1,2,2,7
6/3/19,17:51:32,8888,7,4,3,3,1,1,2,4
6/3/19,17:50:49,8888,,,,,,,,
6/3/19,17:48:22,8888,,,,,,,,
6/3/19,17:48:10,8888,10,5,5,5,1,1,2,7
6/3/19,17:45:24,8888,8,5,4,4,1,1,2,6
6/3/19,17:44:30,8888,,,,,,,,
6/3/19,17:40:44,9999,,,,,,,,
6/3/19,17:39:38,8888,9,5,5,5,1,1,1,7
6/3/19,17:39:05,9999,0,5,5,5,1,1,1,7
6/3/19,17:37:42,9999,6,5,4,4,1,2,1,1
6/3/19,17:36:59,8888,,,,,,,,
6/3/19,17:30:20,8888,10,5,5,5,1,2,2,7
6/3/19,17:29:07,9999,0,5,5,5,1,2,2,7
6/3/19,17:22:06,8888,,,,,,,,
6/3/19,17:18:53,8888,,,,,,,,
6/3/19,17:18:21,8888,10,5,5,5,1,1,2,1
6/3/19,17:13:35,8888,9,4,4,4,1,1,2,6
6/3/19,17:10:58,9999,1,5,5,5,1,2,1,7
6/3/19,17:09:30,8888,10,5,5,5,1,2,2,7
6/3/19,17:05:59,8888,,,,,,,,
6/3/19,17:04:35,8888,10,5,5,5,1,2,2,7
6/3/19,17:03:56,9999,10,5,,,,,,
6/3/19,17:03:50,9999,,,,,,,,
6/3/19,17:02:59,8888,,,,,,,,
6/3/19,17:01:55,8888,6,5,4,3,1,1,1,5
6/3/19,16:57:11,8888,,,,,,,,
6/3/19,16:57:05,8888,9,5,2,4,1,1,2,5
6/3/19,16:56:02,8888,,,,,,,,
6/3/19,16:51:49,8888,10,4,4,5,1,2,2,6
6/3/19,16:50:14,9999,10,5,5,5,1,1,2,7
6/3/19,16:46:37,9999,10,5,5,5,1,2,1,7
6/3/19,16:45:25,8888,9,5,4,5,1,1,2,7
6/3/19,16:42:29,8888,9,4,4,4,2,2,2,7
6/3/19,16:41:25,8888,0,5,5,5,1,2,2,7
6/3/19,16:41:04,8888,,,,,,,,
6/3/19,16:40:11,9999,10,5,5,5,1,2,1,7
6/3/19,16:39:27,8888,7,4,3,3,2,1,2,5
6/3/19,16:37:38,8888,7,4,3,4,1,1,2,7
6/3/19,16:35:35,8888,8,5,0,4,1,1,2,1
6/3/19,16:35:08,8888,10,5,0,5,1,1,2,7
6/3/19,16:32:39,8888,,,,,,,,
6/3/19,16:31:47,8888,0,5,4,2,1,1,2,3
6/3/19,16:31:16,9999,,,,,,,,
6/3/19,16:30:30,9999,10,5,5,5,1,1,2,7
6/3/19,16:27:07,9999,,,,,,,,
6/3/19,16:26:54,9999,,,,,,,,
6/3/19,16:26:42,8888,9,5,5,5,1,2,2,1
6/3/19,16:25:37,8888,8,5,4,4,1,1,2,6
6/3/19,16:24:09,8888,,,,,,,,
6/3/19,16:23:45,9999,10,5,5,5,2,2,2,7
6/3/19,16:23:19,8888,10,5,5,5,1,1,2,7
6/3/19,16:22:57,9999,10,5,5,5,1,2,2,7
6/3/19,16:21:57,8888,10,5,5,5,1,1,2,7
6/3/19,16:21:28,8888,,,,,,,,
6/3/19,16:20:19,9999,5,5,5,,,,,
6/3/19,16:19:25,8888,9,5,5,5,1,1,2,7
6/3/19,16:19:03,8888,10,1,0,5,1,2,1,7
6/3/19,16:18:50,8888,10,5,5,5,1,1,2,6
6/3/19,16:18:17,9999,5,,,,,,,
6/3/19,16:14:47,9999,,,,,,,,
6/3/19,16:11:05,9999,0,4,1,1,1,1,2,3
6/3/19,16:09:40,8888,1,,,,,,,
6/3/19,16:08:02,8888,,,,,,,,
6/3/19,16:07:33,9999,,,,,,,,
6/3/19,16:07:23,8888,10,5,4,5,2,1,2,7
6/3/19,16:02:48,8888,10,5,5,5,1,1,1,7
6/3/19,15:59:57,9999,10,5,5,5,1,2,1,7
6/3/19,15:58:05,9999,,,,,,,,
6/3/19,15:57:56,8888,10,5,4,5,1,2,2,7
6/3/19,15:55:39,8888,9,5,5,1,1,2,2,7
6/3/19,15:55:03,8888,,,,,,,,
6/3/19,15:54:09,8888,,,,,,,,
6/3/19,15:54:07,8888,10,5,5,5,1,2,1,7
6/3/19,15:53:41,8888,8,4,4,4,1,2,2,6
6/3/19,15:52:29,8888,,,,,,,,
6/3/19,15:48:45,9999,10,5,5,5,1,1,1,1
6/3/19,15:46:13,8888,0,1,4,2,2,1,1,1
6/3/19,15:46:07,8888,10,5,5,5,1,2,2,7
6/3/19,15:45:54,8888,8,5,5,4,1,1,2,5
6/3/19,15:45:42,8888,9,4,4,5,1,2,2,6
6/3/19,15:45:41,9999,,,,,,,,
6/3/19,15:43:07,8888,10,5,5,5,1,1,2,7
6/3/19,15:41:54,8888,10,5,5,5,1,1,1,7
6/3/19,15:41:04,8888,10,5,5,1,1,2,2,7
6/3/19,15:40:29,8888,10,5,5,5,1,2,2,1
6/3/19,15:40:25,9999,9,5,4,3,1,1,1,7
6/3/19,15:39:52,8888,10,5,5,5,1,1,1,7
6/3/19,15:38:25,8888,,,,,,,,
6/3/19,15:36:24,9999,9,4,4,5,1,1,2,5
6/3/19,15:35:26,9999,,,,,,,,
6/3/19,15:33:46,8888,10,5,5,5,1,1,2,1
6/3/19,15:33:11,8888,,,,,,,,
6/3/19,15:33:08,8888,,,,,,,,
6/3/19,15:31:22,9999,2,5,2,1,2,2,2,4
6/3/19,15:29:06,8888,9,5,5,5,1,2,2,7
6/3/19,15:28:12,8888,,,,,,,,
6/3/19,15:26:06,8888,,,,,,,,
6/3/19,15:24:23,8888,7,5,4,3,1,1,2,5
6/3/19,15:21:33,8888,2,1,,,,,,
6/3/19,15:20:10,8888,10,5,5,5,1,1,1,7
6/3/19,15:20:10,8888,9,5,4,4,1,2,2,6
6/3/19,15:15:38,8888,,,,,,,,
6/3/19,15:15:33,9999,10,5,5,5,1,2,1,7
6/3/19,15:13:08,8888,8,1,3,3,2,1,1,2
6/3/19,15:11:58,8888,10,5,5,5,1,2,2,6
6/3/19,15:11:55,8888,8,5,5,3,1,1,2,1
6/3/19,15:10:20,8888,10,5,5,5,1,1,2,7
6/3/19,15:09:22,8888,,,,,,,,
6/3/19,15:09:08,9999,,,,,,,,
6/3/19,15:06:35,8888,9,4,4,4,1,2,2,7
6/3/19,15:04:42,8888,,,,,,,,
6/3/19,15:03:20,8888,,,,,,,,
6/3/19,15:03:18,8888,10,5,5,5,1,1,1,7
6/3/19,15:02:10,8888,,,,,,,,
6/3/19,15:00:37,8888,5,4,4,4,1,1,2,6
6/3/19,14:59:22,8888,10,5,5,5,1,1,2,7
6/3/19,14:57:40,9999,8,5,4,4,1,2,2,6
6/3/19,14:57:12,8888,10,5,5,5,1,1,1,7
6/3/19,14:53:27,8888,3,3,4,3,1,2,2,3
6/3/19,14:52:45,8888,,,,,,,,
6/3/19,14:51:16,8888,10,5,5,5,1,2,1,1
6/3/19,14:50:48,8888,,,,,,,,
6/3/19,14:49:20,8888,,,,,,,,
6/3/19,14:48:24,8888,10,5,5,5,1,1,2,
6/3/19,14:43:15,8888,10,5,5,5,1,1,2,7
6/3/19,14:40:18,8888,,,,,,,,
6/3/19,14:37:22,9999,9,5,3,5,1,1,1,1
6/3/19,14:35:42,8888,10,5,4,5,2,1,2,7
6/3/19,14:35:35,8888,10,5,4,5,1,2,2,7
6/3/19,14:33:37,8888,10,5,5,5,2,2,1,7
6/3/19,14:33:10,8888,,,,,,,,
6/3/19,14:30:26,8888,,,,,,,,
6/3/19,14:23:52,8888,0,2,3,3,2,1,2,1
6/3/19,14:23:11,8888,8,5,4,4,1,2,1,7
6/3/19,14:23:07,9999,10,5,5,2,2,1,2,1
6/3/19,14:21:19,8888,10,5,5,5,1,2,2,7
6/3/19,14:20:55,9999,0,1,1,1,2,2,2,1
6/3/19,14:20:21,8888,10,5,5,5,1,2,1,1
6/3/19,14:18:25,8888,10,5,5,5,1,2,2,7
6/3/19,14:16:52,9999,9,5,0,1,1,2,2,7
6/3/19,14:16:03,8888,10,5,5,5,1,1,2,7
6/3/19,14:16:02,9999,,,,,,,,
6/3/19,14:13:57,8888,,,,,,,,
6/3/19,14:11:23,9999,10,5,5,5,,,,
6/3/19,14:10:18,8888,0,2,0,1,2,1,2,3
6/3/19,14:09:56,8888,10,5,5,5,1,1,2,7
6/3/19,14:09:55,9999,10,5,5,5,1,2,2,7
6/3/19,14:09:37,8888,10,5,5,5,1,1,1,7
6/3/19,14:08:42,8888,10,5,5,5,1,2,2,7
6/3/19,14:08:34,8888,,,,,,,,
6/3/19,14:03:14,9999,1,5,5,5,1,2,2,7
6/3/19,14:03:08,8888,10,5,5,5,1,1,2,7
6/3/19,14:01:43,8888,,,,,,,,
6/3/19,14:00:56,9999,5,4,3,2,1,1,2,1
6/3/19,14:00:38,8888,,,,,,,,
6/3/19,13:58:14,8888,9,5,4,4,1,2,1,7
6/3/19,13:58:00,8888,,,,,,,,
6/3/19,13:55:48,9999,,,,,,,,
6/3/19,13:54:13,8888,10,5,5,5,1,2,2,7
6/3/19,13:53:37,9999,,,,,,,,
6/3/19,13:53:37,8888,,,,,,,,
6/3/19,13:49:10,8888,,,,,,,,
6/3/19,13:48:25,8888,3,5,1,1,1,1,2,1
6/3/19,13:48:21,8888,,,,,,,,
6/3/19,13:48:10,9999,1,5,5,5,1,1,2,7
6/3/19,13:46:32,8888,,,,,,,,
6/3/19,13:46:01,8888,2,2,1,1,1,1,2,1
6/3/19,13:42:58,8888,,,,,,,,
6/3/19,13:41:42,9999,,,,,,,,
6/3/19,13:40:34,9999,9,4,4,4,1,2,1,1
6/3/19,13:39:49,9999,8,5,5,5,1,1,2,1
6/3/19,13:39:19,8888,,,,,,,,
6/3/19,13:36:52,8888,,,,,,,,
6/3/19,13:36:40,8888,10,5,5,5,1,1,2,7
6/3/19,13:30:52,9999,10,4,0,,,,,
6/3/19,13:30:24,9999,10,5,0,5,1,2,1,7
6/3/19,13:30:08,8888,10,5,4,5,1,2,2,7
6/3/19,13:28:36,9999,8,5,4,5,1,1,2,7
6/3/19,13:27:50,9999,10,5,5,5,1,1,2,7
6/3/19,13:26:40,8888,10,5,5,5,1,1,2,7
6/3/19,13:24:44,8888,,,,,,,,
6/3/19,13:22:50,8888,10,5,2,5,1,2,2,7
6/3/19,13:22:33,9999,,,,,,,,
6/3/19,13:22:10,9999,10,5,5,5,1,1,1,7
6/3/19,13:21:56,8888,9,5,4,5,1,2,2,7
6/3/19,13:21:34,8888,10,5,5,5,1,2,2,5
6/3/19,13:19:00,8888,,,,,,,,
6/3/19,13:18:44,8888,1,1,1,1,1,2,1,7
